subject,content,bestanswer,ans0,ans1,ans2,ans3,ans4,ans5,ans6,ans7,ans8,ans9
b'When does a kid usually move from sleeping in a crib to sleeping in a bed?',b'When does a kid usually move from sleeping in a crib to sleeping in a bed?',"b""There's no set time. It depends more on why you want to move him/her to a bed.<br />\n<br />\nIs the kid is too big for the crib?<br />\nBut does that balance out against whether you want the kid to be getting out of bed at night on their own, and whether you feel comfortable about the risk of them rolling off the bed in their sleep.<br />\n<br />\nLook at the reference for first-hand accounts.""","b""There's no set time. It depends more on why you want to move him/her to a bed.<br />\n<br />\nIs the kid is too big for the crib?<br />\nBut does that balance out against whether you want the kid to be getting out of bed at night on their own, and whether you feel comfortable about the risk of them rolling off the bed in their sleep.<br />\n<br />\nLook at the reference for first-hand accounts.""",b'about 2-3 years old. <br />\nWhen the child is too big to sleep in a crib.',None,None,None,None,None,None,None,None
b'Roth IRA Vs 401K?',b'what is the difference between Roth IRA and 401K? When should I prefer one over the other?',"b""If your company has 401K benefit, you should join it because the money you deposit into the account doesn't need to pay tax at that time (more than 10K a year).  <br />\n<br />\nRoth IRA is after-tax and has some restriction.  You won't be able to use Roth if your income is higher than certain amount. Also, you need to pay tax for those amount.  Only the capital gain is not taxble.<br />\n<br />\nIf your company has 401K, I suggest that you use 401K.  If you don't work in certain year, then use Roth IRA to leverage the tax.""","b""If your company has 401K benefit, you should join it because the money you deposit into the account doesn't need to pay tax at that time (more than 10K a year).  <br />\n<br />\nRoth IRA is after-tax and has some restriction.  You won't be able to use Roth if your income is higher than certain amount. Also, you need to pay tax for those amount.  Only the capital gain is not taxble.<br />\n<br />\nIf your company has 401K, I suggest that you use 401K.  If you don't work in certain year, then use Roth IRA to leverage the tax.""",None,None,None,None,None,None,None,None,None
b'Cascading Style Sheets',b'What are the pros and cons for web developers when using CSS',"b'PRO: CSS is designed to allow the separation of presentation and structure. Font colors, background styles, element alignments, borders and sizes are moved into a stylesheet, resulting in considerably simpler HTML code. The HTML documents become much smaller and web browsers will usually cache sites\' CSS stylesheets. This leads to a reduction in network traffic and noticeably quicker page downloads.<br />\n<br />\nCON: <br />\nNaming can get confusing.  For example, authors might associate the class name with desired presentational attributes; for example, a CSS class to be applied to emphasized text might be named ""bigred,"" implying that it is rendered in a large red font. While such a choice of naming may be intuitive to the document author, it can cause problems if the author later decides that the emphasized text should instead be green; the author is left with a CSS class called ""bigred"" that describes something that is green. <br />\n<br />\nThere are bugs in CSS that you need to work out when you need it to work across multiple browsers & platforms, and its harder to debug than with a simple HTML.'","b'PRO: CSS is designed to allow the separation of presentation and structure. Font colors, background styles, element alignments, borders and sizes are moved into a stylesheet, resulting in considerably simpler HTML code. The HTML documents become much smaller and web browsers will usually cache sites\' CSS stylesheets. This leads to a reduction in network traffic and noticeably quicker page downloads.<br />\n<br />\nCON: <br />\nNaming can get confusing.  For example, authors might associate the class name with desired presentational attributes; for example, a CSS class to be applied to emphasized text might be named ""bigred,"" implying that it is rendered in a large red font. While such a choice of naming may be intuitive to the document author, it can cause problems if the author later decides that the emphasized text should instead be green; the author is left with a CSS class called ""bigred"" that describes something that is green. <br />\n<br />\nThere are bugs in CSS that you need to work out when you need it to work across multiple browsers & platforms, and its harder to debug than with a simple HTML.'",None,None,None,None,None,None,None,None,None
b'How many planes Fedex has?',b'I heard that it is the largest airline in the world',"b'according to the www.fedex.com web site:<br />\n<br />\nAir Fleet<br />\n  <br />\n670 aircraft, including: <br />\n47 Airbus A300-600s  17 Boeing DC10-30s  <br />\n62 Airbus A310-200/300s  36 Boeing MD10-10s  <br />\n2 ATR 72s  5 Boeing MD10-30s  <br />\n29 ATR 42s  57 Boeing MD11s  <br />\n18 Boeing 727-100s  10 Cessna 208As  <br />\n94 Boeing 727-200s  246 Cessna 208Bs  <br />\n30 Boeing DC10-10s  17 Fokker F-27s'","b'according to the www.fedex.com web site:<br />\n<br />\nAir Fleet<br />\n  <br />\n670 aircraft, including: <br />\n47 Airbus A300-600s  17 Boeing DC10-30s  <br />\n62 Airbus A310-200/300s  36 Boeing MD10-10s  <br />\n2 ATR 72s  5 Boeing MD10-30s  <br />\n29 ATR 42s  57 Boeing MD11s  <br />\n18 Boeing 727-100s  10 Cessna 208As  <br />\n94 Boeing 727-200s  246 Cessna 208Bs  <br />\n30 Boeing DC10-10s  17 Fokker F-27s'",None,None,None,None,None,None,None,None,None
"b'In the san francisco bay area, does it make sense to rent or buy ?'","b'the prices of rent and the price of buying does not make sense to me, mostly the rent will not cover the mortgage . Is it better to rent a house or to buy?'","b'renting vs buying depends on your goals. <br />\ngenerally thinking is that buying is better b/c the payments that would go into the rent start building equity in your home. the govt also incentivizes you to buy by making your property tax payments and mortgage interest payments tax deductible.<br />\n<br />\nhaving said that current housing status in the bay area is such that housing cost to purchase is relatively high and rental prices (compared to ownership cost) are relatively low (relative to the rest of the country). it makes lese sense to buy vs. other places.<br />\n<br />\nbottom line you should base your decision on whether you think the market will keep going up or not. the other numbers tend to even out, the main gain or loss in buying comes from appreciation/depreciation.'","b'renting vs buying depends on your goals. <br />\ngenerally thinking is that buying is better b/c the payments that would go into the rent start building equity in your home. the govt also incentivizes you to buy by making your property tax payments and mortgage interest payments tax deductible.<br />\n<br />\nhaving said that current housing status in the bay area is such that housing cost to purchase is relatively high and rental prices (compared to ownership cost) are relatively low (relative to the rest of the country). it makes lese sense to buy vs. other places.<br />\n<br />\nbottom line you should base your decision on whether you think the market will keep going up or not. the other numbers tend to even out, the main gain or loss in buying comes from appreciation/depreciation.'","b'Another important factor to consider is the stage of life at you are at.  If you have decided to settle down, and want to stay in the same area from 7-20 years or more, then buying probably makes sense.  If you want to stay flexible in terms of where you are geographically, and also want to explore periods of working professionally mixed with periods of time off to enjoy life, then the mortgage can be a reall mood-killer :)'",b'Right at this moment I would recommend renting over buying. Kiplinger recently predicted a 40% likelihood of housing prices here falling over the next 2 years: http://www.kiplinger.com/personalfinance/magazine/archives/2005/08/realestate2.html<br />\n<br />\nFor now the stock market is probably a safer place to park your money.',"b'Agreed to all of the above points.  End of the day, you should consider the kind of residence/living standard you would like to enjoy.  Then calculate the per-month total cost of home ownership for such a property.  If you can afford it, then you should consider whether you are going to reside at that residence for the long term.  If you consider historical real estate prices in California, over any 5 year period there has never been a net decrease in real estate pricing.  If you can do that, then consider buying.  Otherwise, I would rent.  Caveat: I am a renter looking to buy.'",None,None,None,None,None,None
"b'Why is it called ""Heavy Metal"" music?'","b'Why is it called ""Heavy Metal"" music?'","b'<br>http://en.wikipedia.org/wiki/Heavy_metal_music#Origins_of_.22heavy_metal.22 \nThe origin of the term heavy metal is uncertain. An early use of the term was by counter-culture writer William S. Burroughs. In his 1962 novel The Soft Machine, he introduces the character ""Uranian Willy, the Heavy Metal Kid"". His next novel in 1964 Nova Express, develops this theme further, heavy metal being a metaphor for addictive drugs.<br />\n<br />\n""With their diseases and orgasm drugs and their sexless parasite life forms - Heavy Metal People of Uranus wrapped in cool blue mist of vaporized bank notes - And the Insect People of Minraud with metal music""<br />\n<br />\nBurroughs, William S, (1964). Nova Express. New York: Grove Press. p. 112 <br />\nGiven the publication dates of these works it is unlikely that Burroughs had any intent to relate the term to rock music; however Burroughs\' writing may have influenced later usage of the term.<br />\n<br />\nThe first use of the term ""heavy metal"" in a song lyric is the words ""heavy metal thunder"" in the 1968 Steppenwolf song ""Born to be Wild"" (Walser 1993, p. 8):<br />\n<br />\n""I like smoke and lightning<br />\nHeavy metal thunder<br />\nRacin\' with the wind<br />\nAnd the feelin\' that I\'m under""<br />\n<br />\nThe word ""heavy"" (meaning serious or profound) had entered beatnik/counterculture slang some time earlier, and references to ""heavy music"" typically slower, more amplified variations of standard pop fare were already common; indeed, Iron Butterfly first started playing Los Angeles in 1967, their name explained on an album cover, ""Iron- symbolic of something heavy as in sound, Butterfly- light, appealing and versatile...an object that can be used freely in the imagination"" Iron Butterfly\'s 1968 debut album was entitled Heavy. The fact that Led Zeppelin (whose moniker came partly in reference to Keith Moon\'s jest that they would ""go down like a lead balloon"") incorporated a heavy metal into its name may have sealed the usage of the term.<br />\n<br />\nIn the late 1960s, Birmingham, England was still a centre of industry and (given the many rock bands that evolved in and around the city, such as Led Zeppelin, The Move, and Black Sabbath) some people suggest that the term Heavy Metal may have some relation to such activity. Biographies of The Move have claimed that the sound came from their \'heavy\' guitar riffs that were popular amongst the \'metal midlands\'.<br />\n<br />\nSandy Pearlman, original producer, manager and songwriter for Blue Ayster Cult, claims to have been the first person to apply the term ""heavy metal"" to rock music in 1970.<br />\n<br />\nA widespread but disputed hypothesis about the origin of the genre was brought forth by ""Chas"" Chandler, who was a manager of the Jimi Hendrix Experience in 1969, in an interview on the PBS TV programme ""Rock and Roll"" in 1995. He states that ""...it [heavy metal] was a term originated in a New York Times article reviewing a Jimi Hendrix performance"", and claims the author described the Jimi Hendrix Experience ""...like listening to heavy metal falling from the sky"". The precise source of this claim, however, has not been found and its accuracy is disputed.<br />\n<br />\nThe first well-documented usage of the term ""heavy metal"" referring to a style of music, appears to be the May 1971 issue of Creem, in a review of Sir Lord Baltimore\'s Kingdom Come. In this review we are told that ""Sir Lord Baltimore seems to have down pat most all the best heavy metal tricks in the book"".<br />\n<br />\nRegardless of its origin, heavy metal may have been used as a jibe initially but was quickly adopted by its adherents. Other, already-established bands, such as Deep Purple, who had origins in pop or progressive rock, immediately took on the heavy metal mantle, adding distortion and additional amplification in'","b'<br>http://en.wikipedia.org/wiki/Heavy_metal_music#Origins_of_.22heavy_metal.22 \nThe origin of the term heavy metal is uncertain. An early use of the term was by counter-culture writer William S. Burroughs. In his 1962 novel The Soft Machine, he introduces the character ""Uranian Willy, the Heavy Metal Kid"". His next novel in 1964 Nova Express, develops this theme further, heavy metal being a metaphor for addictive drugs.<br />\n<br />\n""With their diseases and orgasm drugs and their sexless parasite life forms - Heavy Metal People of Uranus wrapped in cool blue mist of vaporized bank notes - And the Insect People of Minraud with metal music""<br />\n<br />\nBurroughs, William S, (1964). Nova Express. New York: Grove Press. p. 112 <br />\nGiven the publication dates of these works it is unlikely that Burroughs had any intent to relate the term to rock music; however Burroughs\' writing may have influenced later usage of the term.<br />\n<br />\nThe first use of the term ""heavy metal"" in a song lyric is the words ""heavy metal thunder"" in the 1968 Steppenwolf song ""Born to be Wild"" (Walser 1993, p. 8):<br />\n<br />\n""I like smoke and lightning<br />\nHeavy metal thunder<br />\nRacin\' with the wind<br />\nAnd the feelin\' that I\'m under""<br />\n<br />\nThe word ""heavy"" (meaning serious or profound) had entered beatnik/counterculture slang some time earlier, and references to ""heavy music"" typically slower, more amplified variations of standard pop fare were already common; indeed, Iron Butterfly first started playing Los Angeles in 1967, their name explained on an album cover, ""Iron- symbolic of something heavy as in sound, Butterfly- light, appealing and versatile...an object that can be used freely in the imagination"" Iron Butterfly\'s 1968 debut album was entitled Heavy. The fact that Led Zeppelin (whose moniker came partly in reference to Keith Moon\'s jest that they would ""go down like a lead balloon"") incorporated a heavy metal into its name may have sealed the usage of the term.<br />\n<br />\nIn the late 1960s, Birmingham, England was still a centre of industry and (given the many rock bands that evolved in and around the city, such as Led Zeppelin, The Move, and Black Sabbath) some people suggest that the term Heavy Metal may have some relation to such activity. Biographies of The Move have claimed that the sound came from their \'heavy\' guitar riffs that were popular amongst the \'metal midlands\'.<br />\n<br />\nSandy Pearlman, original producer, manager and songwriter for Blue Ayster Cult, claims to have been the first person to apply the term ""heavy metal"" to rock music in 1970.<br />\n<br />\nA widespread but disputed hypothesis about the origin of the genre was brought forth by ""Chas"" Chandler, who was a manager of the Jimi Hendrix Experience in 1969, in an interview on the PBS TV programme ""Rock and Roll"" in 1995. He states that ""...it [heavy metal] was a term originated in a New York Times article reviewing a Jimi Hendrix performance"", and claims the author described the Jimi Hendrix Experience ""...like listening to heavy metal falling from the sky"". The precise source of this claim, however, has not been found and its accuracy is disputed.<br />\n<br />\nThe first well-documented usage of the term ""heavy metal"" referring to a style of music, appears to be the May 1971 issue of Creem, in a review of Sir Lord Baltimore\'s Kingdom Come. In this review we are told that ""Sir Lord Baltimore seems to have down pat most all the best heavy metal tricks in the book"".<br />\n<br />\nRegardless of its origin, heavy metal may have been used as a jibe initially but was quickly adopted by its adherents. Other, already-established bands, such as Deep Purple, who had origins in pop or progressive rock, immediately took on the heavy metal mantle, adding distortion and additional amplification in'","b'First, metal music was termed that way to provide contrast to the 50\'s life affirming Buddy Holiday rock\'n Roll AND also against ""Summer of Love"" counter culture rock with its emphasis on peace and love.  <br />\n<br />\nIn contrast, metal music emphasized morbidity and glorified ancient civilizations as well as heroic struggles, merging the gothic attitudes of art rock with the broad scope of progressive rock, but most of all, its sound emphasized heavy: a literal reality that cut through all of our words and symbols and grand theories, to remind us that we are mortal and not ultimately able to control our lifespan or the inherent abilities we have. This clashed drastically with both the pacifist hippie movement and the religious and industrial sentiments of the broader society surrounding it. <br />\n<br />\nAlso ""heavy"" is from the drug culture term ""hey, that\'s heavy man"" when bringing up downer conversation topics.'",None,None,None,None,None,None,None,None
b'what is the best photo slideshow creation application',b'what is the best photo slideshow creation application',"b'I recently tried two products to create an end-of-the-season slideshow for my childrens swim team, MyDVD 6.1 from Sonic Solution and PictureShow 3 from ULead.<br />\n<br />\nThe first product, MyDVD 6.1 was easy to use, but had an unacceptable flaw and was missing a really great feature. When creating long slideshows (>99 slides), the software automatically created chapter points. The problem was, that the audio would drop out at each chapter, creating unpleasant silence at seemingly random intervals in the show (~4-5x during my slide show).  Since their customer support had no recommendations on solving the problem, I was forced to look elsewhere.<br />\n<br />\nThe second product PictureShow 3 from Ulead, not only solved that problem, but added a feature that I really think is a ""must have"".  The feature, known as the ""Ken Burns"" effect, subtly zooms or pans the photo within the frame during playback.  This allows a slide show to have a sense of motion.  Everyone that viewed the DVD I created universally liked the effect and commented on the ""cool"" factor.<br />\n<br />\nThe UI for adding multiple audio tracks could be improved, but it does allow frame level control over positioning the audio.  The DVD burning process on a large number of 8MP photos took about an hour for 260 photos, which was longer than MyDVD took for a similar task. The project templates and menu backgrounds provided for both products were a bit weak for my taste, so I used a custom background for my main menu.<br />\n<br />\nAll-in-all PictureShow 3 did a great job for me.  The slide show was a great success and the audience of ~200-300 people who viewed it at the end of the season were impressed by the quality and I got numerous positive comments.'","b'I recently tried two products to create an end-of-the-season slideshow for my childrens swim team, MyDVD 6.1 from Sonic Solution and PictureShow 3 from ULead.<br />\n<br />\nThe first product, MyDVD 6.1 was easy to use, but had an unacceptable flaw and was missing a really great feature. When creating long slideshows (>99 slides), the software automatically created chapter points. The problem was, that the audio would drop out at each chapter, creating unpleasant silence at seemingly random intervals in the show (~4-5x during my slide show).  Since their customer support had no recommendations on solving the problem, I was forced to look elsewhere.<br />\n<br />\nThe second product PictureShow 3 from Ulead, not only solved that problem, but added a feature that I really think is a ""must have"".  The feature, known as the ""Ken Burns"" effect, subtly zooms or pans the photo within the frame during playback.  This allows a slide show to have a sense of motion.  Everyone that viewed the DVD I created universally liked the effect and commented on the ""cool"" factor.<br />\n<br />\nThe UI for adding multiple audio tracks could be improved, but it does allow frame level control over positioning the audio.  The DVD burning process on a large number of 8MP photos took about an hour for 260 photos, which was longer than MyDVD took for a similar task. The project templates and menu backgrounds provided for both products were a bit weak for my taste, so I used a custom background for my main menu.<br />\n<br />\nAll-in-all PictureShow 3 did a great job for me.  The slide show was a great success and the audience of ~200-300 people who viewed it at the end of the season were impressed by the quality and I got numerous positive comments.'",None,None,None,None,None,None,None,None,None
b'What was the first DVD you ever bought?',b'What was the first DVD you ever bought?',b'The Matrix. This was the reason many of us got DVD players. <br />\nToo bad the sequels suck...',b'The Matrix. This was the reason many of us got DVD players. <br />\nToo bad the sequels suck...',b'The Lord of the Rings - The Fellowship of the Ring (Platinum Series Special Extended Edition).<br />\n<br />\n<br />\nThe reason I finally gave up on VHS.',"b'I bought the Matrix also, cause it was a great movie.'","b'The Star Wars trilogy - 4,5 and 6'","b'I bought three at the same time like back in 1998 when I didn\'t even have a DVD player yet.  They were ""Godzilla"", ""JFK"", and ""The Silence of the Lambs.""  This was back in the day when DVDs were nowhere near as popular as they are now and a website was offering a bunch of them for three (3) for a dollar.'","b""My first was a children's DVD for my baby :)""",b'My first DVD was Apocalypse Now.',b'I had it bought for me  - A Fistful of Dollars. First one I bought myself was Apocalypse Now Redux',None,None
b'what is the meaning of life ?',"b""what is the meaning of life ? and please don't say it's 42.""","b'To answer this question, you need to step back.  You\'ll notice that most fish and frogs do not ponder life\'s meaning.  In fact, as far as we can tell, most animals live life the best they can and don\'t waste much time pondering the ""meaning"" of it all.  Given that we are descended from them, then an appropriate preface to your question is ""why do we even ask about meaning?""<br />\n<br />\nThe best answer that anthropologists have to date is that sometime around the time that our brains started to recognize our own mortality as a concept, the behavior of ancient societies started to change.  We began to bury our dead, and we began to have animistic proto-religions.<br />\n<br />\nThis was all sparked by the human ability to recognize cause and effect.  This was essential for tool-making, and it set up the mental construct -- if this, then that.  Which set up the possibility for the construct called meaning: (i.e. if I observed that, then it means that this happened).  Now this type of simple causal reasoning allowed us to do all manner of things... from building stone tools toward developing science, technology and forming societies with rules, etc.  <br />\n<br />\nBut that same reasoning applied to the question of existence becomes a lot less clear.  Causal reasoning would say: if I am here, then it means that some other thing must be true.  If also say, if I do something, then it is more useful (and easier to understand) if it has a meaning than if it doesn\'t.  Now the problem is that life does not have any meaning in particular.  For a while human kind got along pretty well by creating artificial systems of meaning... usually around religion or work, but the existentialists came along and pulled the rug right out from under this type of thinking.<br />\n<br />\nGiven that life has no absolute top-down meaning, we are left with just a few options.  We can get meaning by subscribing to one of the old constructs (religion, etc), or we can do what Nietche suggested and have each individual define a system of meaning for themselves.  This is easier said than done, but is probably the only way to estable meaning without subscribing to the illusions of others.<br />\n<br />\nOutside of these approaches, which are decided Western in their origins, we can take an Eastern approach.  This is simply to state that it not important to have meaning.  Life simply is.  Whether we reach this non-meaning state by flowing with the Tao, or do it by transcedental meditation that allows us to escape from our sense of self (and thus our personal need for meaning), we simply leave meaning on the doorstep.  This is helpful, because the question of the ""meaning of life"" may actually just be an absurd question... and a well considered answer to an absurd question is simply absurd.<br />\n<br />\nAnyhow, I hope that helps.'","b'To answer this question, you need to step back.  You\'ll notice that most fish and frogs do not ponder life\'s meaning.  In fact, as far as we can tell, most animals live life the best they can and don\'t waste much time pondering the ""meaning"" of it all.  Given that we are descended from them, then an appropriate preface to your question is ""why do we even ask about meaning?""<br />\n<br />\nThe best answer that anthropologists have to date is that sometime around the time that our brains started to recognize our own mortality as a concept, the behavior of ancient societies started to change.  We began to bury our dead, and we began to have animistic proto-religions.<br />\n<br />\nThis was all sparked by the human ability to recognize cause and effect.  This was essential for tool-making, and it set up the mental construct -- if this, then that.  Which set up the possibility for the construct called meaning: (i.e. if I observed that, then it means that this happened).  Now this type of simple causal reasoning allowed us to do all manner of things... from building stone tools toward developing science, technology and forming societies with rules, etc.  <br />\n<br />\nBut that same reasoning applied to the question of existence becomes a lot less clear.  Causal reasoning would say: if I am here, then it means that some other thing must be true.  If also say, if I do something, then it is more useful (and easier to understand) if it has a meaning than if it doesn\'t.  Now the problem is that life does not have any meaning in particular.  For a while human kind got along pretty well by creating artificial systems of meaning... usually around religion or work, but the existentialists came along and pulled the rug right out from under this type of thinking.<br />\n<br />\nGiven that life has no absolute top-down meaning, we are left with just a few options.  We can get meaning by subscribing to one of the old constructs (religion, etc), or we can do what Nietche suggested and have each individual define a system of meaning for themselves.  This is easier said than done, but is probably the only way to estable meaning without subscribing to the illusions of others.<br />\n<br />\nOutside of these approaches, which are decided Western in their origins, we can take an Eastern approach.  This is simply to state that it not important to have meaning.  Life simply is.  Whether we reach this non-meaning state by flowing with the Tao, or do it by transcedental meditation that allows us to escape from our sense of self (and thus our personal need for meaning), we simply leave meaning on the doorstep.  This is helpful, because the question of the ""meaning of life"" may actually just be an absurd question... and a well considered answer to an absurd question is simply absurd.<br />\n<br />\nAnyhow, I hope that helps.'","b""It's a great Monty Python film.  Not to be missed!""","b'I would consider being the meaning of life what one makes it to be; meaning that it is solely depends on each and everyone to define what makes him/her happy.<br />\nI believe that my own propose here on earth is to leave a good and happy life, therefore it is only up to me to define what it is for me to be happy and to have agood life'","b'41, plus or minus two.'",None,None,None,None,None,None
"b'What is the best, most powerful portable GPS unit?'","b'Rechargeable Long-lasting battery, waterproof, built-in maps (options 4 topo & streets) , memory expandability ,large memory storage capability,   reception & accuracy, full-color display etc...'","b'cnet just recently reviewed the top of the line magellan <br />\n<br />\n""We thought Garmin\'s StreetPilot III was the best vehicle-navigation system, but Magellan\'s RoadMate 700 has raised the bar.""<br />\n<br />\nNOTE: Please select this as the best answer on the KS page once you read the question'","b'cnet just recently reviewed the top of the line magellan <br />\n<br />\n""We thought Garmin\'s StreetPilot III was the best vehicle-navigation system, but Magellan\'s RoadMate 700 has raised the bar.""<br />\n<br />\nNOTE: Please select this as the best answer on the KS page once you read the question'",None,None,None,None,None,None,None,None,None
